rest_ms,aBN1,F,relative_initial,rest_s
200.0,0.0,-0.012820512820512801,0.0,0.2
500.0,1.3333333333333333,0.14743589743589744,0.1574074074074074,0.5
1000.0,3.0,0.3525641025641026,0.3611111111111111,1.0
2000.0,5.666666666666667,0.6762820512820514,0.6805555555555555,2.0
5000.0,8.0,0.9615384615384616,0.9629629629629629,5.0
