rest_ms,aBN1,F,relative_initial,rest_s
200.0,2.0,-0.3833333333333333,0.23611111111111108,0.2
500.0,3.0,-0.15,0.3611111111111111,0.5
1000.0,4.0,0.06666666666666667,0.48148148148148145,1.0
2000.0,6.333333333333333,0.5666666666666667,0.7592592592592592,2.0
5000.0,8.0,0.9166666666666666,0.9583333333333334,5.0
