rest_ms,aBN1,F,relative_initial,rest_s
200.0,0.0,0.0,0.0,0.2
500.0,1.3333333333333333,0.1574074074074074,0.1574074074074074,0.5
1000.0,3.0,0.3611111111111111,0.3611111111111111,1.0
2000.0,5.666666666666667,0.6805555555555555,0.6805555555555555,2.0
5000.0,8.0,0.9629629629629629,0.9629629629629629,5.0
