stage,mean,minus,plus
0,8.2,0.1999999999999993,0.8000000000000007
1,0.5333333333333333,0.5333333333333333,0.4666666666666667
2,5.4,0.40000000000000036,0.5999999999999996
3,8.2,1.1999999999999993,0.8000000000000007
