trial,aBN1,resource,accumulator
1,13.0,12.213366487464834,12.549243616995827
2,5.666666666666667,5.258414563311203,5.449940728559936
3,4.333333333333333,3.1403643455413714,1.5537606952303946
4,2.6666666666666665,2.4953348551258627,0.0
5,2.3333333333333335,2.2988974968255427,0.0
6,2.3333333333333335,2.23907427559569,0.0
7,2.3333333333333335,2.220855604438056,0.0
8,2.3333333333333335,2.215307242395472,0.0
