trial,aBN1,resource,accumulator
1,18.666666666666668,18.67438955222705,16.699179450882706
2,9.0,8.246497517189228,7.252193120200474
3,5.666666666666667,5.6328580106087776,2.067577095900859
4,5.0,4.977763061487938,0.0
5,5.333333333333333,4.813563425523503,0.0
6,5.333333333333333,4.772405879544056,0.0
7,5.666666666666667,4.762089292044774,0.0
8,5.666666666666667,4.759503271682746,0.0
