rest_s,aBN1,F,relative_initial
0.2,0.0,0.0,0.0
0.5,1.3333333333333333,0.1574074074074074,0.1574074074074074
1.0,3.0,0.3611111111111111,0.3611111111111111
2.0,5.666666666666667,0.6805555555555556,0.6805555555555556
5.0,8.0,0.9629629629629629,0.9629629629629629
