rest_s,aBN1,F,relative_initial
0.2,2.0,-0.38333333333333336,0.2361111111111111
0.5,3.0,-0.15,0.3611111111111111
1.0,4.0,0.06666666666666667,0.48148148148148145
2.0,6.333333333333333,0.5666666666666667,0.7592592592592593
5.0,8.0,0.9166666666666666,0.9583333333333334
