seed,kind,case,phase,block,pulse,rest_ms,label,input_hz,onset_s,duration_ms,input_events,stimulus_spikes,sensory_A,total_spikes,noninput_spikes,resource_before,resource_after,event_file,aBN1,aDN1,aDN2
3701,response,strong12,train,1,1,0.0,A,200.0,0.5,300.0,2881,2815,2815,3468,653,0.727926157816384,0.5436672464138533,events_00150.parquet,8,0,2
3701,response,strong12,train,1,2,0.0,A,200.0,1.0,300.0,2881,2815,2815,3306,491,0.5870930494798713,0.4628080205133075,events_00152.parquet,5,0,0
3701,response,strong12,train,1,3,0.0,A,200.0,1.5,300.0,2881,2815,2815,3219,404,0.513928596291635,0.4206514569716351,events_00154.parquet,3,0,0
3701,response,strong12,train,1,4,0.0,A,200.0,2.0,300.0,2881,2815,2815,3188,373,0.4757837601833193,0.3985966712563633,events_00156.parquet,1,0,0
3701,response,strong12,train,1,5,0.0,A,200.0,2.5,300.0,2881,2815,2815,3184,369,0.4558277648213765,0.3870194728863996,events_00158.parquet,1,0,0
3701,response,strong12,train,1,6,0.0,A,200.0,3.0,300.0,2881,2815,2815,3169,354,0.4453522825402083,0.3809223131759907,events_00160.parquet,1,0,0
3701,response,strong12,train,1,7,0.0,A,200.0,3.5,300.0,2881,2815,2815,3163,348,0.4398353442904892,0.3777009819968016,events_00162.parquet,1,0,0
3701,response,strong12,train,1,8,0.0,A,200.0,4.0,300.0,2881,2815,2815,3152,337,0.4369205633036728,0.3759937711797407,events_00164.parquet,2,0,0
3701,response,strong12,train,1,9,0.0,A,200.0,4.5,300.0,2881,2815,2815,3167,352,0.4353758150759205,0.3750862779113308,events_00166.parquet,1,0,0
3701,response,strong12,train,1,10,0.0,A,200.0,5.0,300.0,2881,2815,2815,3161,346,0.4345546812100473,0.3746024787598914,events_00168.parquet,2,0,0
3701,response,strong12,train,1,11,0.0,A,200.0,5.5,300.0,2881,2815,2815,3152,337,0.434116921635011,0.3743438279802742,events_00170.parquet,1,0,0
3702,response,fast12,train,1,0,0.0,A,150.0,0.0,300.0,2065,2030,2030,2712,682,1.0,0.772976134031952,events_00171.parquet,9,2,3
3702,response,fast12,train,1,1,0.0,A,150.0,0.5,300.0,2065,2030,2030,2535,505,0.7945803112849297,0.6414577869881609,events_00173.parquet,5,0,0
3702,response,fast12,train,1,2,0.0,A,150.0,1.0,300.0,2065,2030,2030,2408,378,0.6755775897214685,0.5650570767704145,events_00175.parquet,3,0,0
3702,response,fast12,train,1,3,0.0,A,150.0,1.5,300.0,2065,2030,2030,2363,333,0.6064473683519293,0.5205529797985946,events_00177.parquet,2,0,0
3702,response,fast12,train,1,4,0.0,A,150.0,2.0,300.0,2065,2030,2030,2355,325,0.5661783961559257,0.494558077349461,events_00179.parquet,2,0,0
3702,response,fast12,train,1,5,0.0,A,150.0,2.5,300.0,2065,2030,2030,2344,314,0.5426572357417551,0.4793331683320789,events_00181.parquet,0,0,0
3702,response,fast12,train,1,6,0.0,A,150.0,3.0,300.0,2065,2030,2030,2319,289,0.5288811683766348,0.4703920707005459,events_00183.parquet,0,0,0
3702,response,fast12,train,1,7,0.0,A,150.0,3.5,300.0,2065,2030,2030,2308,278,0.5207909286813109,0.4651272155702744,events_00185.parquet,0,0,0
3702,response,fast12,train,1,8,0.0,A,150.0,4.0,300.0,2065,2030,2030,2299,269,0.5160270907589029,0.4620188662498617,events_00187.parquet,0,0,0
3702,response,fast12,train,1,9,0.0,A,150.0,4.5,300.0,2065,2030,2030,2309,279,0.5132145399854667,0.4601789084308952,events_00189.parquet,1,0,0
3702,response,fast12,train,1,10,0.0,A,150.0,5.0,300.0,2065,2030,2030,2309,279,0.5115496773032581,0.4590869504497022,events_00191.parquet,0,0,0
3702,response,fast12,train,1,11,0.0,A,150.0,5.5,300.0,2065,2030,2030,2316,286,0.5105616328629516,0.4584372578765967,events_00193.parquet,0,0,0
3702,response,fast12,recovery,0,-1,200.0,A,150.0,6.0,300.0,2065,2030,2030,2308,278,0.5099737667125858,0.4580497359407606,events_00195.parquet,0,0,0
3702,response,fast12,recovery,0,-1,500.0,A,150.0,6.3,300.0,2065,2030,2030,2348,318,0.5782305123519964,0.5019164712080504,events_00197.parquet,2,0,0
3702,response,fast12,recovery,0,-1,1000.0,A,150.0,6.8,300.0,2065,2030,2030,2413,383,0.6715255927441096,0.5618746563656265,events_00199.parquet,3,0,0
3702,response,fast12,recovery,0,-1,2000.0,A,150.0,7.8,300.0,2065,2030,2030,2514,484,0.8007702010683685,0.6449366155166837,events_00201.parquet,6,0,0
3702,response,fast12,recovery,0,-1,5000.0,A,150.0,10.8,300.0,2065,2030,2030,2670,640,0.9555458230580458,0.7444066557603125,events_00203.parquet,8,1,1
3702,response,h3,train,2,0,0.0,A,150.0,15.8,300.0,2065,2030,2030,2735,705,0.9963509789468932,0.7706310084473391,events_00205.parquet,8,1,2
3702,response,h3,train,2,1,0.0,A,150.0,16.3,300.0,2065,2030,2030,2506,476,0.7924583539059784,0.6400902982226803,events_00207.parquet,5,0,0
3702,response,h3,train,2,2,0.0,A,150.0,16.8,300.0,2065,2030,2030,2412,382,0.6743402347177176,0.5642574780206726,events_00209.parquet,3,0,0
3702,response,h3,train,2,3,0.0,A,150.0,17.3,300.0,2065,2030,2030,2374,344,0.6057238614837479,0.5200841631451257,events_00211.parquet,2,0,0
3702,response,h3,train,2,4,0.0,A,150.0,17.8,300.0,2065,2030,2030,2350,320,0.5657541933056686,0.4942824597202882,events_00213.parquet,2,0,0
3702,response,h3,train,2,5,0.0,A,150.0,18.3,300.0,2065,2030,2030,2333,303,0.5424078465978089,0.4791706984179492,events_00215.parquet,0,0,0
3702,response,h3,train,2,6,0.0,A,150.0,18.8,300.0,2065,2030,2030,2307,277,0.5287341595190248,0.4702960448091204,events_00217.parquet,0,0,0
3702,response,h3,train,2,7,0.0,A,150.0,19.3,300.0,2065,2030,2030,2314,284,0.5207040408616488,0.4650703120532293,events_00219.parquet,0,0,0
3702,response,h3,train,2,8,0.0,A,150.0,19.8,300.0,2065,2030,2030,2299,269,0.5159756023274622,0.461985059013316,events_00221.parquet,0,0,0
3702,response,h3,train,2,9,0.0,A,150.0,20.3,300.0,2065,2030,2030,2309,279,0.5131839499328394,0.4601587719757217,events_00223.parquet,1,0,0
