condition,model,seed,phase,pulse,rest_ms,onset_s,input_events,sensory_spikes,total_spikes,resource_before,resource_after,aBN1,aBN1_latency_ms,aBN1_v_before_mV,aBN1_g_before_mV,aDN1,aDN1_latency_ms,aDN1_v_before_mV,aDN1_g_before_mV,aDN2,aDN2_latency_ms,aDN2_v_before_mV,aDN2_g_before_mV
new_seed_control,std,2703,train,9,0.0,4.5,2060,2037,2330,0.501836136759105,0.4477491670317067,1,45.30000000000012,-51.99999810969223,3.228371876792122e-26,0,,-52.00000001767231,-1.560992979317187e-28,0,,-51.99999999862651,1.1626343789215138e-38
new_seed_control,std,2703,train,10,0.0,5.0,2060,2037,2326,0.5003027821887617,0.4467566210335943,1,45.70000000000008,-51.999998107308656,3.79455628321776e-26,0,,-52.0000000176988,-1.500806976291881e-28,0,,-51.99999999857047,1.3643640826532083e-38
new_seed_control,std,2703,train,11,0.0,5.5,2060,2037,2327,0.4994046894305476,0.4461737998792945,1,45.79999999999984,-51.99999814272012,2.8182770864976105e-26,0,,-52.00000001762548,-1.4713645891718968e-28,0,,-51.9999999985416,1.4779979663384292e-38
new_seed_control,std,2703,recovery,-1,1000.0,6.8,2060,2037,2457,0.6640874294746476,0.5504730981441549,3,33.00000000000036,-51.99999999999894,1.3004394824136122e-95,0,,-52.00000000000032,-4.9876223583441936e-98,0,,-51.99999999999894,4.911822018417261e-108
new_seed_control,std,2703,recovery,-1,5000.0,10.8,2060,2037,2721,0.9545391771252127,0.7344422542506549,8,19.999999999999574,-51.99999999999894,1.23516e-319,2,55.69999999999986,-52.00000000000032,-1.23516e-319,2,40.9000000000006,-51.99999999999894,1.23516e-319
new_seed_control,static,2701,naive,0,0.0,0.0,2060,2024,2864,1.0,1.0,9,24.7,-52.0,0.0,2,87.6,-52.0,0.0,4,71.4,-52.0,0.0
new_seed_control,static,2702,naive,0,0.0,0.0,2068,2041,2893,1.0,1.0,11,23.200000000000003,-52.0,0.0,3,59.50000000000001,-52.0,0.0,5,43.1,-52.0,0.0
new_seed_control,static,2703,naive,0,0.0,0.0,2060,2037,2956,1.0,1.0,11,18.000000000000004,-52.0,0.0,3,51.8,-52.0,0.0,5,39.7,-52.0,0.0
f200_p400_gap800,std,2701,train,0,0.0,0.0,5581,5464,7135,1.0,0.5246848509701004,18,18.1,-52.0,0.0,4,44.1,-52.0,0.0,8,37.2,-52.0,0.0
f200_p400_gap800,std,2701,train,1,0.0,1.2000000000000002,5581,5464,6404,0.6650510756157546,0.4062624515443817,9,30.099999999999795,-51.99999999999894,1.457095100613623e-69,1,157.49999999999997,-51.99999999999894,-9.264984427541297e-71,2,51.99999999999982,-51.99999999999894,4.0494521824113394e-72
f200_p400_gap800,std,2701,train,2,0.0,2.4000000000000004,5581,5464,6287,0.5816002211845384,0.376623989300609,5,36.39999999999954,-51.99999999999894,1.4988909269593942e-69,0,,-52.00000000000032,-1.978261472183912e-70,0,,-51.99999999999894,3.7407601074500606e-80
