condition,surrogate,n,mae,rmse,bias,mae_screen
f150_p400_gap800,resource,30,0.9993619397816018,1.2165859760404536,-0.4263328184463378,True
f150_p400_gap800,accumulator,30,2.247115671599954,2.660858645286056,-2.0715568053234947,False
f200_p400_gap800,resource,30,1.03919068129212,1.2165442149493486,-0.2943635097019502,True
f200_p400_gap800,accumulator,30,4.303407872629426,4.692796227599195,-4.303407872629426,False
new_seed_control,resource,42,0.5908872831169708,0.7010853425859286,-0.32079600485240745,True
new_seed_control,accumulator,42,0.9470832703962851,1.1603405273182996,-0.7549926067496987,True
