model,seed,interval_ms,phase,pulse,rest_ms,onset_s,input_events,sensory_spikes,total_spikes,resource_before,resource_after,aBN1,aBN1_latency_ms,aBN1_v_before_mV,aBN1_g_before_mV,aDN1,aDN1_latency_ms,aDN1_v_before_mV,aDN1_g_before_mV,aDN2,aDN2_latency_ms,aDN2_v_before_mV,aDN2_g_before_mV
static,1701,500.0,train,11,0.0,5.5,2125,2100,3040,1.0,1.0,10,19.49999999999985,-51.99999743586427,1.9493638705256096e-25,2,76.3000000000007,-51.99999820735794,8.112215395688334e-26,3,65.99999999999983,-51.99999730075,6.717954331303032e-26
static,1701,500.0,recovery,-1,2000.0,7.8,2125,2100,3040,1.0,1.0,10,19.50000000000074,-51.99999999999894,8.787785089037362e-182,2,76.3000000000007,-51.99999999999894,3.6570086565761664e-182,3,66.00000000000072,-51.99999999999894,3.028471995099654e-182
static,1701,500.0,recovery,-1,10000.0,15.8,2125,2100,3040,1.0,1.0,10,19.50000000000074,-51.99999999999894,1.23516e-319,2,76.29999999999981,-51.99999999999894,1.23516e-319,3,66.00000000000072,-51.99999999999894,1.23516e-319
static,1701,2000.0,train,0,0.0,0.0,2125,2100,3040,1.0,1.0,10,19.5,-52.0,0.0,2,76.30000000000001,-52.0,0.0,3,66.0,-52.0,0.0
static,1701,2000.0,train,1,0.0,2.0,2125,2100,3040,1.0,1.0,10,19.50000000000029,-51.99999999999894,1.0035715511794286e-155,2,76.30000000000025,-51.99999999999894,4.1763309104305373e-156,3,66.00000000000028,-51.99999999999894,3.458537398254186e-156
static,1701,2000.0,train,2,0.0,4.0,2125,2100,3040,1.0,1.0,10,19.49999999999985,-51.99999999999894,1.0035715511794286e-155,2,76.29999999999981,-51.99999999999894,4.1763309104305373e-156,3,65.99999999999983,-51.99999999999894,3.458537398254186e-156
static,1701,2000.0,train,3,0.0,6.0,2125,2100,3040,1.0,1.0,10,19.49999999999985,-51.99999999999894,1.0035715511794286e-155,2,76.3000000000007,-51.99999999999894,4.1763309104305373e-156,3,66.00000000000072,-51.99999999999894,3.458537398254186e-156
static,1701,2000.0,train,4,0.0,8.0,2125,2100,3040,1.0,1.0,10,19.50000000000074,-51.99999999999894,1.0035715511794286e-155,2,76.29999999999981,-51.99999999999894,4.1763309104305373e-156,3,66.00000000000072,-51.99999999999894,3.458537398254186e-156
static,1701,2000.0,train,5,0.0,10.0,2125,2100,3040,1.0,1.0,10,19.50000000000074,-51.99999999999894,1.0035715511794286e-155,2,76.29999999999981,-51.99999999999894,4.1763309104305373e-156,3,66.00000000000072,-51.99999999999894,3.458537398254186e-156
static,1701,2000.0,train,6,0.0,12.0,2125,2100,3040,1.0,1.0,10,19.50000000000074,-51.99999999999894,1.0035715511794286e-155,2,76.29999999999981,-51.99999999999894,4.1763309104305373e-156,3,66.00000000000072,-51.99999999999894,3.458537398254186e-156
static,1701,2000.0,train,7,0.0,14.0,2125,2100,3040,1.0,1.0,10,19.50000000000074,-51.99999999999894,1.0035715511794286e-155,2,76.29999999999981,-51.99999999999894,4.1763309104305373e-156,3,66.00000000000072,-51.99999999999894,3.458537398254186e-156
static,1701,2000.0,train,8,0.0,16.0,2125,2100,3040,1.0,1.0,10,19.50000000000074,-51.99999999999894,1.0035715511794286e-155,2,76.29999999999981,-51.99999999999894,4.1763309104305373e-156,3,66.0000000000025,-51.99999999999894,3.458537398254186e-156
