x,mean,minus,plus
0,8.2,0.1999999999999993,0.8000000000000007
1,0.4,0.4,0.6
2,0.4,0.4,0.6
3,8.2,0.1999999999999993,0.8000000000000007
4,8.2,0.1999999999999993,0.8000000000000007
