rest_ms,actual,low,high,resource,accumulator,rest_s,minus,plus
1000.0,3.0,2,4,2.782570499108559,0.49319652246580375,1.0,1.0,1.0
5000.0,8.0,7,9,7.09829103964146,6.665446650890843,5.0,1.0,1.0
