rest_ms,actual,low,high,resource,accumulator,rest_s,minus,plus
1000.0,6.0,5,7,6.697177992587377,0.0,1.0,1.0,1.0
5000.0,17.0,16,18,17.05345023341838,14.280304940055037,5.0,1.0,1.0
