seed,kind,case,phase,block,pulse,rest_ms,label,input_hz,onset_s,duration_ms,input_events,stimulus_spikes,sensory_A,total_spikes,noninput_spikes,resource_before,resource_after,event_file,aBN1,aDN1,aDN2
3702,response,novel_train,train,1,7,0,A,150.0,3.5,300.0,2065,2030,2030,2308,278,0.5207909286813109,0.4651272155702744,events_00071.parquet,0,0,0
3702,response,novel_train,train,1,8,0,A,150.0,4.0,300.0,2065,2030,2030,2299,269,0.5160270907589029,0.4620188662498617,events_00073.parquet,0,0,0
3702,response,novel_train,train,1,9,0,A,150.0,4.5,300.0,2065,2030,2030,2309,279,0.5132145399854667,0.4601789084308952,events_00075.parquet,1,0,0
3702,response,novel_train,train,1,10,0,A,150.0,5.0,300.0,2065,2030,2030,2309,279,0.5115496773032581,0.4590869504497022,events_00077.parquet,0,0,0
3702,response,novel_train,train,1,11,0,A,150.0,5.5,300.0,2065,2030,2030,2316,286,0.5105616328629516,0.4584372578765967,events_00079.parquet,0,0,0
3702,response,novel,sham_A,0,-1,0,A,150.0,6.5,300.0,2065,2030,2030,2380,350,0.6183671857902309,0.527711208588675,events_00081.parquet,3,0,0
3702,response,neu_JON_F,trained_B,0,-1,0,neu_JON_F,150.0,6.0,300.0,1763,1735,0,1907,172,0.5099737667125858,0.5782305123519964,events_00083.parquet,0,0,0
3702,response,neu_JON_F,trained_after_B,0,-1,0,A,150.0,6.5,300.0,2065,2030,2030,2380,350,0.6183671857902309,0.527711208588675,events_00085.parquet,3,0,0
3702,response,neu_JON_D_m,trained_B,0,-1,0,neu_JON_D_m,150.0,6.0,300.0,441,435,0,666,231,0.5099737667125858,0.5782305123519964,events_00087.parquet,0,0,0
3702,response,neu_JON_D_m,trained_after_B,0,-1,0,A,150.0,6.5,300.0,2065,2030,2030,2380,350,0.6183671857902309,0.527711208588675,events_00089.parquet,3,0,0
3703,response,novel,naive_A,0,-1,0,A,150.0,0.5,300.0,2076,2049,2049,2723,674,1.0,0.7732700135986965,events_00091.parquet,8,1,3
3703,response,neu_JON_F,naive_B,0,-1,0,neu_JON_F,150.0,0.0,300.0,1796,1772,0,1937,165,1.0,1.0,events_00092.parquet,0,0,0
3703,response,neu_JON_F,naive_after_B,0,-1,0,A,150.0,0.5,300.0,2076,2049,2049,2723,674,1.0,0.7732700135986965,events_00094.parquet,8,1,3
3703,response,neu_JON_F,blank_after_B,0,-1,0,blank,0.0,0.5,300.0,0,0,0,0,0,1.0,1.0,events_00096.parquet,0,0,0
3703,response,neu_JON_D_m,naive_B,0,-1,0,neu_JON_D_m,150.0,0.0,300.0,456,451,0,691,240,1.0,1.0,events_00097.parquet,0,0,0
3703,response,neu_JON_D_m,naive_after_B,0,-1,0,A,150.0,0.5,300.0,2076,2049,2049,2723,674,1.0,0.7732700135986965,events_00099.parquet,8,1,3
3703,response,neu_JON_D_m,blank_after_B,0,-1,0,blank,0.0,0.5,300.0,0,0,0,0,0,1.0,1.0,events_00101.parquet,0,0,0
3703,response,novel_train,train,1,0,0,A,150.0,0.0,300.0,2076,2049,2049,2723,674,1.0,0.7732700135986965,events_00102.parquet,8,1,3
3703,response,novel_train,train,1,1,0,A,150.0,0.5,300.0,2076,2049,2049,2529,480,0.7948462245133163,0.6421103176031512,events_00104.parquet,5,0,0
3703,response,novel_train,train,1,2,0,A,150.0,1.0,300.0,2076,2049,2049,2458,409,0.6761680238383257,0.565982930033793,events_00106.parquet,3,0,0
3703,response,novel_train,train,1,3,0,A,150.0,1.5,300.0,2076,2049,2049,2400,351,0.6072851150282449,0.5216496094741828,events_00108.parquet,2,0,0
3703,response,novel_train,train,1,4,0,A,150.0,2.0,300.0,2076,2049,2049,2365,316,0.5671706677201266,0.4957457815336957,events_00110.parquet,1,0,0
3703,response,novel_train,train,1,5,0,A,150.0,2.5,300.0,2076,2049,2049,2355,306,0.5437319149292087,0.4805601333020186,events_00112.parquet,1,0,0
3703,response,novel_train,train,1,6,0,A,150.0,3.0,300.0,2076,2049,2049,2351,302,0.5299913721920556,0.4716286074544747,events_00114.parquet,0,0,0
3703,response,novel_train,train,1,7,0,A,150.0,3.5,300.0,2076,2049,2049,2347,298,0.5219097934050426,0.4663584429026934,events_00116.parquet,1,0,0
3703,response,novel_train,train,1,8,0,A,150.0,4.0,300.0,2076,2049,2049,2326,277,0.517141151319384,0.4632387748941377,events_00118.parquet,0,0,0
3703,response,novel_train,train,1,9,0,A,150.0,4.5,300.0,2076,2049,2049,2323,274,0.5143183589733931,0.4613862916832836,events_00120.parquet,0,0,0
3703,response,novel_train,train,1,10,0,A,150.0,5.0,300.0,2076,2049,2049,2322,273,0.512642162847929,0.4602828872354763,events_00122.parquet,0,0,0
3703,response,novel_train,train,1,11,0,A,150.0,5.5,300.0,2076,2049,2049,2320,271,0.5116437612163256,0.4596236833055022,events_00124.parquet,0,0,0
3703,response,novel,sham_A,0,-1,0,A,150.0,6.5,300.0,2076,2049,2049,2392,343,0.6192032456593198,0.5286943938004947,events_00126.parquet,1,0,0
3703,response,neu_JON_F,trained_B,0,-1,0,neu_JON_F,150.0,6.0,300.0,1796,1772,0,1937,165,0.5110472888343687,0.5791545014050835,events_00128.parquet,0,0,0
3703,response,neu_JON_F,trained_after_B,0,-1,0,A,150.0,6.5,300.0,2076,2049,2049,2392,343,0.6192032456593198,0.5286943938004947,events_00130.parquet,1,0,0
3703,response,neu_JON_D_m,trained_B,0,-1,0,neu_JON_D_m,150.0,6.0,300.0,456,451,0,691,240,0.5110472888343687,0.5791545014050835,events_00132.parquet,0,0,0
3703,response,neu_JON_D_m,trained_after_B,0,-1,0,A,150.0,6.5,300.0,2076,2049,2049,2392,343,0.6192032456593198,0.5286943938004947,events_00134.parquet,1,0,0
